,parents,has_nurs,form,children,housing,finance,social,health,target
621,usual,proper,incomplete,more,less_conv,inconv,nonprob,priority,priority
12193,great_pret,very_crit,complete,2,critical,convenient,problematic,not_recom,not_recom
6502,pretentious,improper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
4626,pretentious,proper,completed,2,critical,convenient,nonprob,priority,priority
6000,pretentious,less_proper,foster,more,convenient,convenient,problematic,priority,priority
11756,great_pret,critical,incomplete,2,critical,convenient,slightly_prob,recommended,spec_prior
1724,usual,less_proper,foster,more,critical,inconv,problematic,recommended,priority
837,usual,proper,foster,more,less_conv,inconv,nonprob,priority,priority
8164,pretentious,very_crit,completed,more,convenient,inconv,nonprob,not_recom,not_recom
1780,usual,improper,complete,1,critical,inconv,problematic,not_recom,not_recom
5370,pretentious,less_proper,complete,more,less_conv,convenient,problematic,priority,priority
6240,pretentious,improper,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
10038,great_pret,less_proper,incomplete,2,critical,inconv,slightly_prob,priority,spec_prior
3657,usual,very_crit,complete,more,critical,convenient,slightly_prob,priority,spec_prior
1024,usual,less_proper,complete,3,critical,inconv,problematic,not_recom,not_recom
12002,great_pret,critical,foster,3,convenient,inconv,problematic,recommended,spec_prior
617,usual,proper,incomplete,more,less_conv,convenient,problematic,recommended,priority
4061,usual,very_crit,incomplete,more,convenient,inconv,slightly_prob,recommended,spec_prior
63,usual,proper,complete,2,convenient,inconv,nonprob,priority,priority
12921,great_pret,very_crit,foster,more,convenient,inconv,problematic,priority,spec_prior
9436,great_pret,proper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
4891,pretentious,proper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
4659,pretentious,proper,completed,3,convenient,inconv,problematic,priority,priority
5835,pretentious,less_proper,foster,1,convenient,convenient,slightly_prob,priority,priority
1942,usual,improper,complete,more,critical,inconv,problematic,not_recom,not_recom
11037,great_pret,improper,foster,1,less_conv,convenient,slightly_prob,priority,spec_prior
9078,great_pret,proper,incomplete,1,convenient,convenient,problematic,priority,priority
10077,great_pret,less_proper,incomplete,3,less_conv,inconv,problematic,priority,spec_prior
12655,great_pret,very_crit,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom
3613,usual,very_crit,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
361,usual,proper,completed,3,critical,convenient,nonprob,not_recom,not_recom
12333,great_pret,very_crit,completed,1,less_conv,convenient,slightly_prob,priority,spec_prior
10420,great_pret,improper,complete,1,critical,inconv,problematic,not_recom,not_recom
8170,pretentious,very_crit,completed,more,convenient,inconv,problematic,not_recom,not_recom
7719,pretentious,critical,foster,3,critical,inconv,problematic,priority,spec_prior
10903,great_pret,improper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
9861,great_pret,less_proper,completed,3,less_conv,inconv,problematic,priority,spec_prior
6700,pretentious,improper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
12241,great_pret,very_crit,complete,3,critical,convenient,nonprob,not_recom,not_recom
8797,great_pret,proper,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
8704,great_pret,proper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
10466,great_pret,improper,complete,2,critical,inconv,nonprob,recommended,spec_prior
11228,great_pret,improper,foster,more,critical,inconv,problematic,recommended,spec_prior
3512,usual,very_crit,complete,2,convenient,convenient,slightly_prob,recommended,priority
1463,usual,less_proper,incomplete,more,convenient,convenient,problematic,recommended,priority
6492,pretentious,improper,incomplete,1,convenient,inconv,slightly_prob,priority,priority
12596,great_pret,very_crit,incomplete,2,convenient,inconv,problematic,recommended,spec_prior
5365,pretentious,less_proper,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
7014,pretentious,critical,complete,2,critical,inconv,slightly_prob,priority,spec_prior
166,usual,proper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
5905,pretentious,less_proper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
4791,pretentious,proper,incomplete,1,critical,convenient,slightly_prob,priority,priority
4166,usual,very_crit,foster,2,convenient,inconv,nonprob,recommended,spec_prior
4430,pretentious,proper,complete,3,convenient,convenient,slightly_prob,recommended,very_recom
3180,usual,critical,incomplete,3,critical,inconv,slightly_prob,priority,spec_prior
9992,great_pret,less_proper,incomplete,2,convenient,convenient,slightly_prob,recommended,priority
5206,pretentious,less_proper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
8615,pretentious,very_crit,foster,more,less_conv,inconv,slightly_prob,recommended,spec_prior
9371,great_pret,proper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
12220,great_pret,very_crit,complete,3,convenient,inconv,problematic,not_recom,not_recom
8872,great_pret,proper,completed,1,convenient,inconv,problematic,not_recom,not_recom
11341,great_pret,critical,complete,3,convenient,convenient,nonprob,not_recom,not_recom
5043,pretentious,proper,foster,2,less_conv,convenient,slightly_prob,priority,priority
5167,pretentious,proper,foster,more,critical,convenient,nonprob,not_recom,not_recom
5011,pretentious,proper,foster,1,critical,convenient,problematic,not_recom,not_recom
9236,great_pret,proper,incomplete,more,convenient,convenient,slightly_prob,recommended,priority
4028,usual,very_crit,incomplete,3,less_conv,inconv,problematic,recommended,spec_prior
1950,usual,improper,completed,1,convenient,convenient,problematic,priority,priority
10732,great_pret,improper,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
2976,usual,critical,completed,more,convenient,convenient,problematic,priority,priority
6347,pretentious,improper,completed,2,less_conv,inconv,slightly_prob,recommended,priority
9793,great_pret,less_proper,completed,2,less_conv,convenient,nonprob,not_recom,not_recom
7061,pretentious,critical,complete,3,critical,convenient,problematic,recommended,spec_prior
4485,pretentious,proper,complete,more,convenient,convenient,slightly_prob,priority,priority
7938,pretentious,very_crit,complete,more,convenient,convenient,nonprob,priority,spec_prior
9687,great_pret,less_proper,complete,more,less_conv,convenient,slightly_prob,priority,spec_prior
10975,great_pret,improper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
453,usual,proper,incomplete,1,less_conv,convenient,slightly_prob,priority,priority
7384,pretentious,critical,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recom
9523,great_pret,less_proper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
4736,pretentious,proper,completed,more,critical,convenient,slightly_prob,recommended,priority
4940,pretentious,proper,incomplete,more,less_conv,inconv,nonprob,recommended,priority
7870,pretentious,very_crit,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
8690,great_pret,proper,complete,1,critical,inconv,problematic,recommended,priority
9832,great_pret,less_proper,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
11266,great_pret,critical,complete,1,less_conv,inconv,problematic,not_recom,not_recom
6817,pretentious,improper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
1157,usual,less_proper,completed,2,less_conv,convenient,problematic,recommended,priority
12321,great_pret,very_crit,completed,1,convenient,inconv,nonprob,priority,spec_prior
7435,pretentious,critical,incomplete,2,critical,convenient,nonprob,not_recom,not_recom
5516,pretentious,less_proper,completed,3,convenient,inconv,nonprob,recommended,priority
3960,usual,very_crit,incomplete,2,less_conv,convenient,nonprob,priority,spec_prior
2179,usual,improper,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recom
11687,great_pret,critical,incomplete,1,less_conv,convenient,problematic,recommended,spec_prior
10493,great_pret,improper,complete,3,less_conv,convenient,nonprob,recommended,spec_prior
5707,pretentious,less_proper,incomplete,2,critical,convenient,nonprob,not_recom,not_recom
5709,pretentious,less_proper,incomplete,2,critical,convenient,slightly_prob,priority,priority
11226,great_pret,improper,foster,more,critical,inconv,slightly_prob,priority,spec_prior
12063,great_pret,critical,foster,more,less_conv,convenient,slightly_prob,priority,spec_prior
11626,great_pret,critical,completed,more,convenient,inconv,problematic,not_recom,not_recom
3476,usual,very_crit,complete,1,less_conv,convenient,slightly_prob,recommended,priority
6303,pretentious,improper,completed,1,critical,convenient,slightly_prob,priority,spec_prior
209,usual,proper,complete,more,critical,inconv,slightly_prob,recommended,priority
3314,usual,critical,foster,2,less_conv,convenient,slightly_prob,recommended,priority
5230,pretentious,less_proper,complete,1,critical,inconv,nonprob,not_recom,not_recom
4128,usual,very_crit,foster,1,less_conv,convenient,problematic,priority,spec_prior
4567,pretentious,proper,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recom
3980,usual,very_crit,incomplete,2,critical,convenient,slightly_prob,recommended,spec_prior
5351,pretentious,less_proper,complete,more,convenient,convenient,problematic,recommended,priority
11212,great_pret,improper,foster,more,less_conv,inconv,problematic,not_recom,not_recom
174,usual,proper,complete,more,convenient,inconv,slightly_prob,priority,priority
12497,great_pret,very_crit,completed,more,less_conv,convenient,problematic,recommended,spec_prior
633,usual,proper,incomplete,more,critical,convenient,slightly_prob,priority,priority
12423,great_pret,very_crit,completed,3,convenient,convenient,slightly_prob,priority,spec_prior
8138,pretentious,very_crit,completed,3,critical,convenient,slightly_prob,recommended,spec_prior
1760,usual,improper,complete,1,less_conv,inconv,problematic,recommended,priority
8109,pretentious,very_crit,completed,3,convenient,inconv,nonprob,priority,spec_prior
5768,pretentious,less_proper,incomplete,3,critical,inconv,nonprob,recommended,priority
326,usual,proper,completed,3,convenient,convenient,slightly_prob,recommended,very_recom
5298,pretentious,less_proper,complete,3,convenient,convenient,problematic,priority,priority
8395,pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
1126,usual,less_proper,completed,1,critical,inconv,nonprob,not_recom,not_recom
9270,great_pret,proper,incomplete,more,critical,convenient,nonprob,priority,spec_prior
11977,great_pret,critical,foster,2,critical,convenient,problematic,not_recom,not_recom
10425,great_pret,improper,complete,2,convenient,convenient,slightly_prob,priority,spec_prior
12119,great_pret,very_crit,complete,1,less_conv,convenient,problematic,recommended,spec_prior
7011,pretentious,critical,complete,2,critical,inconv,nonprob,priority,spec_prior
1890,usual,improper,complete,more,convenient,convenient,nonprob,priority,priority
5009,pretentious,proper,foster,1,critical,convenient,problematic,recommended,priority
2103,usual,improper,completed,3,critical,inconv,problematic,priority,priority
2010,usual,improper,completed,2,convenient,inconv,slightly_prob,priority,priority
2189,usual,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended,very_recom
10771,great_pret,improper,completed,more,less_conv,convenient,problematic,not_recom,not_recom
11877,great_pret,critical,incomplete,more,critical,inconv,problematic,priority,spec_prior
8191,pretentious,very_crit,completed,more,critical,convenient,nonprob,not_recom,not_recom
12079,great_pret,critical,foster,more,critical,convenient,nonprob,not_recom,not_recom
12871,great_pret,very_crit,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
3784,usual,very_crit,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
4403,pretentious,proper,complete,2,less_conv,inconv,slightly_prob,recommended,very_recom
11151,great_pret,improper,foster,3,less_conv,inconv,nonprob,priority,spec_prior
6132,pretentious,improper,complete,2,less_conv,inconv,slightly_prob,priority,priority
1729,usual,improper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
6306,pretentious,improper,completed,1,critical,convenient,problematic,priority,spec_prior
10148,great_pret,less_proper,incomplete,more,critical,inconv,problematic,recommended,spec_prior
9560,great_pret,less_proper,complete,2,convenient,convenient,slightly_prob,recommended,priority
7400,pretentious,critical,incomplete,2,convenient,convenient,slightly_prob,recommended,priority
4468,pretentious,proper,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
3531,usual,very_crit,complete,2,less_conv,convenient,slightly_prob,priority,spec_prior
2717,usual,critical,complete,3,less_conv,convenient,nonprob,recommended,priority
1348,usual,less_proper,incomplete,1,critical,inconv,problematic,not_recom,not_recom
5629,pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recom
12370,great_pret,very_crit,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
9458,great_pret,proper,foster,more,convenient,inconv,nonprob,recommended,priority
9846,great_pret,less_proper,completed,3,less_conv,convenient,nonprob,priority,spec_prior
8983,great_pret,proper,completed,3,less_conv,convenient,nonprob,not_recom,not_recom
11141,great_pret,improper,foster,3,less_conv,convenient,nonprob,recommended,spec_prior
5665,pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom
874,usual,less_proper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
8273,pretentious,very_crit,incomplete,2,convenient,inconv,slightly_prob,recommended,spec_prior
8352,pretentious,very_crit,incomplete,3,critical,convenient,nonprob,priority,spec_prior
8558,pretentious,very_crit,foster,3,less_conv,inconv,nonprob,recommended,spec_prior
4875,pretentious,proper,incomplete,3,convenient,inconv,problematic,priority,priority
3311,usual,critical,foster,2,less_conv,convenient,nonprob,recommended,priority
3789,usual,very_crit,completed,3,convenient,inconv,nonprob,priority,spec_prior
1968,usual,improper,completed,1,less_conv,convenient,problematic,priority,priority
2500,usual,improper,foster,3,convenient,inconv,problematic,not_recom,not_recom
5317,pretentious,less_proper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
6275,pretentious,improper,completed,1,convenient,inconv,slightly_prob,recommended,priority
8991,great_pret,proper,completed,3,less_conv,inconv,nonprob,priority,spec_prior
839,usual,proper,foster,more,less_conv,inconv,slightly_prob,recommended,priority
11156,great_pret,improper,foster,3,less_conv,inconv,problematic,recommended,spec_prior
5922,pretentious,less_proper,foster,2,critical,convenient,nonprob,priority,priority
8079,pretentious,very_crit,completed,2,less_conv,inconv,problematic,priority,spec_prior
2142,usual,improper,completed,more,critical,convenient,nonprob,priority,priority
3956,usual,very_crit,incomplete,2,convenient,inconv,problematic,recommended,spec_prior
9293,great_pret,proper,foster,1,convenient,convenient,problematic,recommended,priority
5978,pretentious,less_proper,foster,3,critical,convenient,slightly_prob,recommended,priority
10254,great_pret,less_proper,foster,2,critical,inconv,slightly_prob,priority,spec_prior
6519,pretentious,improper,incomplete,1,critical,convenient,slightly_prob,priority,spec_prior
801,usual,proper,foster,3,critical,inconv,nonprob,priority,priority
12575,great_pret,very_crit,incomplete,1,critical,inconv,slightly_prob,recommended,spec_prior
8692,great_pret,proper,complete,1,critical,inconv,problematic,not_recom,not_recom
501,usual,proper,incomplete,2,convenient,inconv,problematic,priority,priority
678,usual,proper,foster,1,less_conv,inconv,slightly_prob,priority,priority
6572,pretentious,improper,incomplete,2,critical,convenient,slightly_prob,recommended,priority
8411,pretentious,very_crit,incomplete,more,critical,convenient,problematic,recommended,spec_prior
11007,great_pret,improper,incomplete,more,critical,inconv,nonprob,priority,spec_prior
9787,great_pret,less_proper,completed,2,convenient,inconv,slightly_prob,not_recom,not_recom
6526,pretentious,improper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
187,usual,proper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
1321,usual,less_proper,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom
11067,great_pret,improper,foster,1,critical,inconv,problematic,priority,spec_prior
9631,great_pret,less_proper,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
6774,pretentious,improper,foster,2,less_conv,convenient,problematic,priority,spec_prior
5850,pretentious,less_proper,foster,1,less_conv,convenient,nonprob,priority,priority
7412,pretentious,critical,incomplete,2,convenient,inconv,problematic,recommended,spec_prior
1123,usual,less_proper,completed,1,critical,convenient,problematic,not_recom,not_recom
3274,usual,critical,foster,1,less_conv,inconv,problematic,not_recom,not_recom
1634,usual,less_proper,foster,3,convenient,inconv,problematic,recommended,priority
6029,pretentious,less_proper,foster,more,critical,convenient,nonprob,recommended,priority
11340,great_pret,critical,complete,3,convenient,convenient,nonprob,priority,spec_prior
2456,usual,improper,foster,2,less_conv,inconv,nonprob,recommended,priority
9297,great_pret,proper,foster,1,convenient,inconv,nonprob,priority,spec_prior
2260,usual,improper,incomplete,2,critical,inconv,nonprob,not_recom,not_recom
3545,usual,very_crit,complete,2,critical,convenient,nonprob,recommended,spec_prior
7865,pretentious,very_crit,complete,2,critical,convenient,nonprob,recommended,spec_prior
4994,pretentious,proper,foster,1,less_conv,inconv,nonprob,recommended,priority
3401,usual,critical,foster,more,convenient,convenient,nonprob,recommended,priority
2295,usual,improper,incomplete,3,less_conv,inconv,nonprob,priority,priority
1809,usual,improper,complete,2,less_conv,inconv,nonprob,priority,priority
3708,usual,very_crit,completed,1,critical,convenient,nonprob,priority,spec_prior
6903,pretentious,improper,foster,more,critical,inconv,nonprob,priority,spec_prior
7738,pretentious,critical,foster,more,convenient,inconv,problematic,not_recom,not_recom
8791,great_pret,proper,complete,3,critical,convenient,problematic,not_recom,not_recom
11502,great_pret,critical,completed,2,convenient,convenient,nonprob,priority,spec_prior
4560,pretentious,proper,completed,1,less_conv,convenient,problematic,priority,priority
12107,great_pret,very_crit,complete,1,convenient,inconv,slightly_prob,recommended,priority
8116,pretentious,very_crit,completed,3,convenient,inconv,problematic,not_recom,not_recom
3068,usual,critical,incomplete,1,critical,inconv,nonprob,recommended,priority
1543,usual,less_proper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
9387,great_pret,proper,foster,2,critical,inconv,nonprob,priority,spec_prior
3287,usual,critical,foster,1,critical,inconv,slightly_prob,recommended,priority
4146,usual,very_crit,foster,1,critical,convenient,problematic,priority,spec_prior
10318,great_pret,less_proper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom
8048,pretentious,very_crit,completed,2,convenient,convenient,slightly_prob,recommended,priority
8731,great_pret,proper,complete,2,critical,convenient,nonprob,not_recom,not_recom
191,usual,proper,complete,more,less_conv,inconv,slightly_prob,recommended,priority
11545,great_pret,critical,completed,2,critical,convenient,problematic,not_recom,not_recom
9171,great_pret,proper,incomplete,2,critical,inconv,nonprob,priority,spec_prior
12195,great_pret,very_crit,complete,2,critical,inconv,nonprob,priority,spec_prior
6777,pretentious,improper,foster,2,less_conv,inconv,nonprob,priority,spec_prior
9367,great_pret,proper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
4063,usual,very_crit,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
26,usual,proper,complete,1,less_conv,inconv,nonprob,recommended,very_recom
11628,great_pret,critical,completed,more,less_conv,convenient,nonprob,priority,spec_prior
10135,great_pret,less_proper,incomplete,more,critical,convenient,nonprob,not_recom,not_recom
4185,usual,very_crit,foster,2,less_conv,inconv,nonprob,priority,spec_prior
12749,great_pret,very_crit,foster,1,convenient,convenient,problematic,recommended,spec_prior
7768,pretentious,critical,foster,more,critical,inconv,nonprob,not_recom,not_recom
7717,pretentious,critical,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
808,usual,proper,foster,3,critical,inconv,problematic,not_recom,not_recom
6943,pretentious,critical,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
5254,pretentious,less_proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
3624,usual,very_crit,complete,more,convenient,convenient,problematic,priority,spec_prior
7023,pretentious,critical,complete,3,convenient,convenient,slightly_prob,priority,spec_prior
7103,pretentious,critical,complete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
11428,great_pret,critical,complete,more,less_conv,inconv,problematic,not_recom,not_recom
9614,great_pret,less_proper,complete,3,convenient,convenient,slightly_prob,recommended,priority
11031,great_pret,improper,foster,1,convenient,inconv,problematic,priority,spec_prior
6080,pretentious,improper,complete,1,less_conv,inconv,problematic,recommended,priority
2543,usual,improper,foster,more,convenient,convenient,problematic,recommended,priority
12849,great_pret,very_crit,foster,2,critical,inconv,problematic,priority,spec_prior
4708,pretentious,proper,completed,more,convenient,inconv,nonprob,not_recom,not_recom
5359,pretentious,less_proper,complete,more,convenient,inconv,slightly_prob,not_recom,not_recom
12304,great_pret,very_crit,complete,more,critical,inconv,nonprob,not_recom,not_recom
3195,usual,critical,incomplete,more,convenient,inconv,nonprob,priority,spec_prior
6637,pretentious,improper,incomplete,3,critical,inconv,slightly_prob,not_recom,not_recom
8318,pretentious,very_crit,incomplete,3,convenient,convenient,slightly_prob,recommended,priority
6141,pretentious,improper,complete,2,critical,convenient,slightly_prob,priority,spec_prior
5242,pretentious,less_proper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
12872,great_pret,very_crit,foster,3,less_conv,convenient,slightly_prob,recommended,spec_prior
7965,pretentious,very_crit,complete,more,less_conv,inconv,nonprob,priority,spec_prior
8949,great_pret,proper,completed,2,critical,convenient,slightly_prob,priority,spec_prior
12098,great_pret,very_crit,complete,1,convenient,convenient,slightly_prob,recommended,priority
10232,great_pret,less_proper,foster,2,less_conv,inconv,nonprob,recommended,priority
11837,great_pret,critical,incomplete,more,convenient,inconv,slightly_prob,recommended,spec_prior
11438,great_pret,critical,complete,more,critical,inconv,nonprob,recommended,spec_prior
3913,usual,very_crit,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom
7708,pretentious,critical,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
3668,usual,very_crit,complete,more,critical,inconv,problematic,recommended,spec_prior
6022,pretentious,less_proper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
3349,usual,critical,foster,3,convenient,convenient,nonprob,not_recom,not_recom
9462,great_pret,proper,foster,more,convenient,inconv,slightly_prob,priority,spec_prior
695,usual,proper,foster,1,critical,inconv,slightly_prob,recommended,priority
11645,great_pret,critical,completed,more,critical,convenient,nonprob,recommended,spec_prior
5195,pretentious,less_proper,complete,1,convenient,inconv,slightly_prob,recommended,very_recom
10522,great_pret,improper,complete,3,critical,inconv,nonprob,not_recom,not_recom
6728,pretentious,improper,foster,1,less_conv,inconv,problematic,recommended,spec_prior
11216,great_pret,improper,foster,more,critical,convenient,slightly_prob,recommended,spec_prior
1639,usual,less_proper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
12070,great_pret,critical,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
109,usual,proper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
427,usual,proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
4079,usual,very_crit,incomplete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
1791,usual,improper,complete,2,convenient,inconv,nonprob,priority,priority
5743,pretentious,less_proper,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom
572,usual,proper,incomplete,3,less_conv,inconv,problematic,recommended,priority
12933,great_pret,very_crit,foster,more,less_conv,inconv,nonprob,priority,spec_prior
11826,great_pret,critical,incomplete,more,convenient,convenient,nonprob,priority,spec_prior
2558,usual,improper,foster,more,less_conv,convenient,slightly_prob,recommended,priority
11060,great_pret,improper,foster,1,critical,inconv,nonprob,recommended,spec_prior
755,usual,proper,foster,3,convenient,convenient,nonprob,recommended,very_recom
10629,great_pret,improper,completed,1,critical,inconv,nonprob,priority,spec_prior
3073,usual,critical,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom
8504,pretentious,very_crit,foster,2,less_conv,inconv,nonprob,recommended,spec_prior
2247,usual,improper,incomplete,2,less_conv,inconv,problematic,priority,priority
2962,usual,critical,completed,3,critical,inconv,nonprob,not_recom,not_recom
9189,great_pret,proper,incomplete,3,convenient,inconv,nonprob,priority,spec_prior
883,usual,less_proper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
5394,pretentious,less_proper,complete,more,critical,inconv,slightly_prob,priority,priority
5936,pretentious,less_proper,foster,2,critical,inconv,problematic,recommended,priority
6557,pretentious,improper,incomplete,2,less_conv,convenient,problematic,recommended,spec_prior
10998,great_pret,improper,incomplete,more,critical,convenient,nonprob,priority,spec_prior
9619,great_pret,less_proper,complete,3,convenient,convenient,problematic,not_recom,not_recom
1292,usual,less_proper,completed,more,critical,inconv,problematic,recommended,priority
12138,great_pret,very_crit,complete,1,critical,convenient,problematic,priority,spec_prior
3237,usual,critical,incomplete,more,critical,inconv,problematic,priority,spec_prior
10974,great_pret,improper,incomplete,more,convenient,inconv,slightly_prob,priority,spec_prior
11581,great_pret,critical,completed,3,less_conv,convenient,problematic,not_recom,not_recom
241,usual,proper,completed,1,less_conv,convenient,problematic,not_recom,not_recom
3684,usual,very_crit,completed,1,convenient,inconv,slightly_prob,priority,spec_prior
8336,pretentious,very_crit,incomplete,3,less_conv,convenient,slightly_prob,recommended,spec_prior
2135,usual,improper,completed,more,less_conv,inconv,slightly_prob,recommended,priority
805,usual,proper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
12611,great_pret,very_crit,incomplete,2,less_conv,inconv,slightly_prob,recommended,spec_prior
5458,pretentious,less_proper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
4125,usual,very_crit,foster,1,less_conv,convenient,slightly_prob,priority,spec_prior
3859,usual,very_crit,completed,more,less_conv,convenient,problematic,not_recom,not_recom
11083,great_pret,improper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
5533,pretentious,less_proper,completed,3,less_conv,convenient,problematic,not_recom,not_recom
830,usual,proper,foster,more,less_conv,convenient,slightly_prob,recommended,priority
6101,pretentious,improper,complete,2,convenient,convenient,nonprob,recommended,priority
226,usual,proper,completed,1,convenient,inconv,nonprob,not_recom,not_recom
8987,great_pret,proper,completed,3,less_conv,convenient,problematic,recommended,spec_prior
2183,usual,improper,incomplete,1,less_conv,convenient,problematic,recommended,priority
12330,great_pret,very_crit,completed,1,less_conv,convenient,nonprob,priority,spec_prior
8505,pretentious,very_crit,foster,2,less_conv,inconv,nonprob,priority,spec_prior
8952,great_pret,proper,completed,2,critical,convenient,problematic,priority,spec_prior
11289,great_pret,critical,complete,2,convenient,convenient,slightly_prob,priority,spec_prior
3727,usual,very_crit,completed,2,convenient,convenient,nonprob,not_recom,not_recom
1750,usual,improper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
4530,pretentious,proper,complete,more,critical,inconv,slightly_prob,priority,priority
12426,great_pret,very_crit,completed,3,convenient,convenient,problematic,priority,spec_prior
939,usual,less_proper,complete,2,less_conv,convenient,slightly_prob,priority,priority
9108,great_pret,proper,incomplete,1,critical,convenient,nonprob,priority,spec_prior
9112,great_pret,proper,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recom
11644,great_pret,critical,completed,more,less_conv,inconv,problematic,not_recom,not_recom
6517,pretentious,improper,incomplete,1,critical,convenient,nonprob,not_recom,not_recom
4902,pretentious,proper,incomplete,3,critical,convenient,problematic,priority,priority
5680,pretentious,less_proper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
1936,usual,improper,complete,more,critical,inconv,nonprob,not_recom,not_recom
8782,great_pret,proper,complete,3,less_conv,inconv,problematic,not_recom,not_recom
5263,pretentious,less_proper,complete,2,less_conv,convenient,problematic,not_recom,not_recom
12601,great_pret,very_crit,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom
5871,pretentious,less_proper,foster,1,critical,convenient,slightly_prob,priority,priority
378,usual,proper,completed,more,convenient,convenient,nonprob,priority,priority
5794,pretentious,less_proper,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
11326,great_pret,critical,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
9825,great_pret,less_proper,completed,2,critical,inconv,problematic,priority,spec_prior
5467,pretentious,less_proper,completed,2,convenient,inconv,slightly_prob,not_recom,not_recom
3831,usual,very_crit,completed,3,critical,inconv,problematic,priority,spec_prior
1905,usual,improper,complete,more,convenient,inconv,problematic,priority,priority
9667,great_pret,less_proper,complete,more,convenient,convenient,nonprob,not_recom,not_recom
2326,usual,improper,incomplete,more,convenient,convenient,slightly_prob,not_recom,not_recom
897,usual,less_proper,complete,1,less_conv,inconv,problematic,priority,priority
8611,pretentious,very_crit,foster,more,less_conv,convenient,problematic,not_recom,not_recom
12919,great_pret,very_crit,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
11176,great_pret,improper,foster,3,critical,inconv,problematic,not_recom,not_recom
11270,great_pret,critical,complete,1,critical,convenient,slightly_prob,recommended,priority
9648,great_pret,less_proper,complete,3,critical,convenient,nonprob,priority,spec_prior
